still_in_beta,bugs_solved_3_months,bugs_solved_6_months,bugs_solved_9_months,num_test_accounts_internal,time_needed_to_ship,num_test_accounts_external,min_installations_per_account,num_prod_installations,ready_for_enterprise,perf_dev_index,perf_qa_index,sev1_issues_outstanding,potential_prod_issue,ready_for_startups,ready_for_smb,sales_Q1,sales_Q2,sales_Q3,sales_Q4,saas_offering_available,customer_bought
No,21.0,49.0,70.0,0.0,8.0,0.0,0.0,23.0,No,0.95,1.0,0.0,No,No,No,4.0,12.0,24.0,39.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.96,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,2.0,4.0,1.0,,0.0,0.0,1.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,3.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,30.0,No,0.8,0.77,0.0,No,No,No,10.0,20.0,40.0,80.0,Yes,No
No,35.0,70.0,110.0,5.0,2.0,0.0,0.0,29.0,No,0.88,0.86,0.0,No,Yes,No,9.0,43.0,72.0,129.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.0,No,0.46,0.56,0.0,No,Yes,No,0.0,0.0,0.0,1.0,Yes,No
No,31.0,65.0,104.0,1.0,2.0,0.0,0.0,10.0,No,0.38,0.58,0.0,No,No,No,4.0,36.0,41.0,41.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,5.0,16.0,27.0,0.0,8.0,0.0,0.0,10.0,No,0.97,0.97,0.0,No,No,No,3.0,8.0,23.0,31.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,No,0.73,0.77,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,34.0,No,0.96,0.96,0.0,No,No,No,3.0,5.0,5.0,5.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,No,0.82,0.8,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,No,0.87,0.84,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,9.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,4.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,13.0,No,0.68,0.69,0.0,No,No,No,0.0,2.0,2.0,3.0,Yes,No
No,1.0,3.0,4.0,0.0,8.0,0.0,1.0,1.0,No,0.82,0.8,0.0,No,No,No,0.0,1.0,2.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.0,No,0.16,0.11,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,4995.0,No,0.78,0.59,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,12.0,No,0.99,1.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,5.0,7.0,7.0,0.0,8.0,0.0,0.0,0.0,No,0.36,0.42,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.79,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,20.0,No,0.48,0.48,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,3.0,119.0,No,0.7,0.83,0.0,No,No,No,7.0,13.0,47.0,50.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,No,0.8,0.77,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,121.0,No,0.97,1.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,1.0,2.0,0.0,2.0,0.0,0.0,2.0,No,0.83,0.8,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,No,0.27,0.32,0.0,No,No,No,2.0,2.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,No,0.68,0.57,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,46.0,346.0,346.0,0.0,2.0,0.0,0.0,0.0,No,0.67,0.5,46.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,345.0,810.0,1275.0,126.0,4.0,0.0,177.0,401.0,No,0.65,0.34,0.0,No,No,No,183.0,541.0,1023.0,1514.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,3.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,2.0,No,0.98,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,No,0.72,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,10.0,12.0,0.0,1.0,10.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,5.0,10.0,0.0,8.0,0.0,1.0,10.0,No,0.95,0.94,0.0,No,No,No,0.0,5.0,11.0,19.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,No,0.8,0.85,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,1.0,2.0,No,0.73,0.62,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,279.0,No,0.99,1.0,0.0,No,Yes,No,1.0,1.0,3.0,4.0,Yes,No
No,0.0,15.0,30.0,0.0,8.0,0.0,1.0,37.0,No,0.78,0.84,0.0,No,No,No,0.0,10.0,10.0,19.0,Yes,No
No,27.0,45.0,63.0,13.0,2.0,0.0,23.0,41.0,No,0.99,0.99,0.0,No,No,No,16.0,57.0,94.0,127.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,370.0,No,0.68,0.57,0.0,No,No,No,0.0,2.0,4.0,6.0,Yes,No
No,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,3.0,6.0,Yes,No
No,0.0,150.0,150.0,150.0,8.0,40.0,33.0,251.0,No,0.91,0.82,0.0,No,No,No,294.0,426.0,846.0,1037.0,Yes,No
No,0.0,0.0,7.0,0.0,10.0,0.0,188.0,44.0,No,0.77,0.8,0.0,No,No,No,0.0,0.0,0.0,299.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,No,0.79,0.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,No,0.95,0.99,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,No,0.87,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,3.0,5.0,6.0,0.0,3.0,0.0,0.0,1.0,No,0.9,0.94,0.0,No,No,No,2.0,4.0,5.0,7.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.9,0.91,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,1.0,11.0,No,0.93,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,6431.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,20.0,40.0,Yes,No
No,0.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,No,0.76,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,-99.0,-99.0,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,28.0,56.0,84.0,28.0,8.0,0.0,2.0,30.0,No,0.99,1.0,0.0,No,No,No,8.0,35.0,58.0,88.0,Yes,No
No,444.0,1036.0,1480.0,314.0,4.0,0.0,59.0,796.0,No,0.8,0.77,0.0,No,No,No,346.0,899.0,1948.0,3069.0,Yes,No
No,125.0,229.0,329.0,1.0,8.0,0.0,52.0,118.0,No,0.9,0.93,0.0,No,No,No,39.0,126.0,238.0,347.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,29.0,59.0,99.0,21.0,8.0,0.0,14.0,60.0,No,0.75,0.78,0.0,No,No,No,11.0,39.0,79.0,114.0,Yes,No
No,17.0,20.0,23.0,0.0,8.0,0.0,0.0,0.0,No,0.03,0.08,0.0,No,No,No,0.0,6.0,12.0,16.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,17.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,4.0,4.0,Yes,No
Yes,0.0,0.0,0.0,6.0,4.0,0.0,4.0,58.0,No,0.14,0.24,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,20.0,40.0,60.0,12.0,8.0,0.0,12.0,46.0,No,0.9,0.94,0.0,No,No,No,7.0,27.0,53.0,84.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,No,0.92,0.9,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,1.0,1.0,1.0,0.0,4.0,0.0,0.0,4.0,No,0.66,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,No,0.97,0.98,0.0,No,No,No,0.0,0.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,No,0.47,0.54,0.0,No,No,No,0.0,4.0,4.0,5.0,Yes,No
No,0.0,0.0,0.0,16.0,8.0,0.0,59.0,9786.0,No,0.91,0.97,0.0,No,No,No,24.0,101.0,248.0,409.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,928.0,No,0.8,0.91,0.0,No,No,No,1.0,1.0,1.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,No,0.9,0.89,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,No,0.99,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,10.0,10.0,20.0,0.0,8.0,0.0,1.0,9.0,No,0.89,0.91,0.0,No,No,No,2.0,9.0,13.0,19.0,Yes,No
No,144.0,300.0,468.0,12.0,8.0,0.0,15.0,91.0,No,0.69,0.64,0.0,No,No,No,36.0,137.0,306.0,490.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,No,0.84,0.95,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,1.0,3.0,4.0,0.0,9.0,0.0,1.0,1.0,No,0.41,0.34,0.0,No,No,No,0.0,1.0,2.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,No,0.87,0.94,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,6804.0,15228.0,22788.0,1117.0,2.0,0.0,1536.0,3769.0,No,0.5,0.74,0.0,No,No,No,2185.0,7968.0,16203.0,24729.0,Yes,No
No,2.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,No,0.81,0.82,0.0,No,No,No,1.0,2.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2478.0,No,0.78,0.74,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,1134.0,1890.0,3024.0,404.0,2.0,0.0,302.0,501.0,No,0.99,0.99,0.0,No,No,No,341.0,1107.0,1993.0,3031.0,Yes,No
No,22.0,88.0,176.0,0.0,8.0,0.0,23.0,105.0,No,0.98,0.97,0.0,No,No,No,10.0,51.0,132.0,203.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,6.0,38.0,No,0.82,0.84,0.0,No,No,No,6.0,12.0,16.0,30.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,23.0,No,0.75,0.71,0.0,No,No,No,0.0,3.0,22.0,32.0,Yes,No
No,5.0,22.0,37.0,0.0,8.0,0.0,8.0,32.0,No,0.98,0.98,0.0,No,Yes,No,11.0,42.0,66.0,106.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,1.0,2.0,No,0.66,0.68,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,37.0,576.0,No,0.09,0.09,0.0,No,No,No,4.0,17.0,47.0,56.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,10.0,No,0.78,0.78,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,8.0,8.0,0.0,72.0,1857.0,No,0.14,0.14,0.0,No,Yes,No,51.0,153.0,326.0,521.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,22.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1318.0,No,0.98,0.96,0.0,No,No,No,3.0,20.0,43.0,57.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,28.0,No,0.64,0.66,0.0,No,No,No,0.0,2.0,4.0,4.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,0.0,10.0,Yes,No
Yes,30.0,30.0,30.0,0.0,2.0,0.0,2.0,6.0,No,1.0,1.0,0.0,No,No,No,4.0,4.0,5.0,6.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,No,0.97,0.95,0.0,No,No,No,1.0,2.0,2.0,6.0,Yes,No
No,83.0,105.0,162.0,4.0,14.0,0.0,28.0,100.0,No,0.69,0.68,0.0,No,No,No,24.0,99.0,195.0,249.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,No,0.96,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,16.0,16.0,16.0,0.0,12.0,0.0,0.0,0.0,No,0.79,0.73,0.0,No,No,No,2.0,9.0,9.0,9.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,9.0,55.0,No,0.94,0.87,0.0,No,Yes,No,1.0,12.0,23.0,38.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.92,0.92,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,1.0,16.0,No,0.96,0.95,0.0,No,No,No,1.0,6.0,15.0,27.0,Yes,No
Yes,48.0,48.0,48.0,0.0,2.0,0.0,0.0,12.0,No,0.26,0.27,0.0,No,Yes,No,1.0,4.0,13.0,18.0,No,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.69,0.66,0.0,No,No,No,0.0,0.0,0.0,3.0,Yes,No
No,0.0,1.0,1.0,0.0,8.0,0.0,0.0,2.0,No,0.73,0.7,0.0,No,No,No,0.0,1.0,1.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,409.0,No,-99.0,-99.0,0.0,No,No,No,0.0,1.0,7.0,7.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,No,0.94,0.94,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,30.0,,0.0,8.0,39.0,No,-99.0,-99.0,0.0,No,No,No,1.0,6.0,23.0,32.0,No,No
No,720.0,1296.0,2160.0,169.0,2.0,0.0,256.0,623.0,No,0.9,0.83,0.0,No,Yes,No,287.0,753.0,1386.0,2154.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,2.0,45.0,No,0.78,0.73,0.0,No,No,No,1.0,1.0,1.0,3.0,Yes,No
No,924.0,2318.0,3450.0,0.0,,0.0,0.0,1285.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,5.0,,0.0,4.0,8.0,No,-99.0,-99.0,0.0,No,No,No,8.0,39.0,52.0,65.0,No,No
No,0.0,0.0,0.0,1.0,8.0,0.0,0.0,15.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,6.0,10.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.89,0.79,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,12034.0,18051.0,6.0,4.0,0.0,700.0,13610.0,No,0.96,0.98,0.0,No,No,No,720.0,4795.0,12259.0,15669.0,Yes,No
No,15.0,150.0,271.0,5.0,8.0,0.0,77.0,529.0,No,0.94,0.98,0.0,No,Yes,No,22.0,63.0,134.0,380.0,Yes,No
No,46.0,92.0,128.0,7.0,2.0,0.0,14.0,41.0,No,0.99,0.98,0.0,No,No,No,16.0,58.0,104.0,158.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,No,0.83,0.82,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,8.0,No,0.7,0.57,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,314.0,No,0.86,0.96,0.0,No,Yes,No,0.0,9.0,12.0,18.0,Yes,No
No,0.0,0.0,0.0,0.0,10.0,0.0,1.0,4.0,No,0.9,0.89,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,53.0,261.0,No,0.95,1.0,0.0,No,No,No,6.0,17.0,40.0,54.0,Yes,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,9.0,No,0.58,0.58,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,54.0,No,0.99,0.98,0.0,No,Yes,No,0.0,0.0,3.0,3.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,30.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,No,0.96,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,No,0.67,0.92,0.0,No,No,No,2.0,4.0,4.0,9.0,Yes,No
No,2.0,2.0,2.0,0.0,12.0,0.0,0.0,2.0,No,1.0,1.0,0.0,No,No,No,0.0,0.0,3.0,4.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2675.0,No,0.94,0.94,0.0,No,No,No,0.0,2.0,2.0,2.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,1.0,6.0,No,-99.0,-99.0,0.0,No,No,No,1.0,1.0,1.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,190.0,No,0.91,0.95,0.0,No,No,No,5.0,10.0,24.0,39.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,12.0,5639.0,No,0.69,0.71,0.0,No,No,No,0.0,0.0,3.0,4.0,Yes,No
No,84.0,169.0,220.0,0.0,8.0,0.0,25.0,47.0,No,0.66,0.79,0.0,No,No,No,24.0,99.0,152.0,187.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,42.0,No,0.85,0.76,0.0,No,Yes,No,1.0,3.0,7.0,11.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,80.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,2.0,27.0,No,-99.0,-99.0,0.0,No,No,No,1.0,1.0,5.0,9.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,No,0.79,0.7,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,No,0.81,0.82,0.0,No,No,No,0.0,0.0,0.0,3.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,24.0,No,0.83,0.83,0.0,No,No,No,0.0,1.0,1.0,2.0,Yes,No
No,600.0,1044.0,1488.0,8.0,8.0,0.0,60.0,123.0,No,0.37,0.55,24.0,No,No,No,168.0,583.0,980.0,1576.0,Yes,No
No,0.0,0.0,0.0,3.0,,0.0,64.0,362.0,No,-99.0,-99.0,0.0,No,No,No,52.0,157.0,394.0,544.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,44.0,No,0.99,0.99,0.0,No,No,No,2.0,4.0,9.0,19.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,No,0.97,0.96,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,12.0,0.0,0.0,74.0,No,0.74,0.74,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,1.0,,0.0,3.0,39.0,No,-99.0,-99.0,0.0,No,No,No,6.0,13.0,23.0,31.0,No,No
No,10754.0,18746.0,26458.0,624.0,8.0,0.0,302.0,2243.0,No,0.99,0.98,0.0,No,No,No,251.0,860.0,1846.0,2791.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,No,0.99,0.99,0.0,No,No,No,2.0,4.0,5.0,10.0,Yes,No
No,96.0,192.0,288.0,37.0,8.0,0.0,53.0,164.0,No,0.98,0.98,0.0,No,No,No,39.0,137.0,273.0,429.0,Yes,No
No,40.0,80.0,120.0,0.0,14.0,0.0,22.0,62.0,No,0.4,0.46,0.0,No,No,No,11.0,31.0,77.0,114.0,Yes,No
No,3.0,5.0,7.0,0.0,8.0,0.0,0.0,1.0,No,0.96,0.99,0.0,No,No,No,1.0,4.0,6.0,8.0,Yes,No
No,243.0,486.0,729.0,82.0,8.0,0.0,102.0,304.0,No,0.83,0.91,0.0,No,No,No,79.0,302.0,612.0,949.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,No,0.75,0.82,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,7.0,No,0.9,0.97,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,10.0,20.0,20.0,0.0,2.0,0.0,0.0,12.0,No,0.63,0.71,0.0,No,No,No,1.0,4.0,13.0,26.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,2.0,2.0,No,0.97,0.97,0.0,No,Yes,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,10.0,No,0.87,0.66,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
Yes,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,No,0.78,0.89,0.0,No,No,No,0.0,10.0,17.0,33.0,Yes,No
No,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,No,0.99,0.99,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,11.0,No,0.82,0.78,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,No,0.98,0.98,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,13.0,No,0.78,0.73,0.0,No,No,No,0.0,0.0,3.0,6.0,Yes,No
Yes,0.0,36.0,84.0,8.0,4.0,0.0,30.0,292.0,No,0.78,0.73,0.0,No,No,No,35.0,88.0,179.0,225.0,Yes,No
No,0.0,50.0,75.0,8.0,2.0,0.0,30.0,82.0,No,0.9,0.83,0.0,No,No,No,12.0,30.0,69.0,119.0,Yes,No
No,63.0,147.0,210.0,33.0,2.0,0.0,14.0,70.0,No,0.75,0.78,0.0,No,Yes,No,23.0,66.0,131.0,182.0,Yes,No
No,0.0,0.0,0.0,0.0,2.0,0.0,0.0,252.0,No,0.26,0.23,0.0,No,Yes,No,6.0,15.0,35.0,51.0,Yes,No
No,0.0,0.0,0.0,0.0,4.0,0.0,0.0,203.0,No,0.8,0.77,0.0,No,No,No,0.0,0.0,0.0,1.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,0.0,51.0,No,0.78,0.79,0.0,No,No,No,0.0,0.0,2.0,2.0,Yes,No
No,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1756.0,No,-99.0,-99.0,0.0,No,No,No,2.0,11.0,32.0,52.0,Yes,No
No,0.0,0.0,0.0,0.0,8.0,0.0,1.0,10.0,No,0.89,0.9,0.0,No,No,No,0.0,1.0,1.0,1.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,5000.0,No,0.86,0.95,0.0,No,No,No,0.0,0.0,0.0,0.0,No,No
Yes,0.0,0.0,0.0,0.0,12.0,0.0,1.0,9.0,No,0.63,0.63,0.0,No,No,No,0.0,0.0,0.0,0.0,Yes,No
No,0.0,0.0,2.0,0.0,12.0,0.0,0.0,7.0,No,0.72,0.63,0.0,No,No,No,1.0,2.0,3.0,8.0,Yes,No
Yes,0.0,0.0,0.0,0.0,,0.0,1.0,43.0,No,-99.0,-99.0,0.0,No,No,No,0.0,0.0,0.0,2.0,Yes,No
No,0.0,0.0,0.0,10.0,8.0,0.0,3.0,11.0,No,0.72,0.73,0.0,No,No,No,1.0,1.0,3.0,5.0,Yes,No
Yes,0.0,0.0,0.0,0.0,52.0,0.0,0.0,13.0,No,0.0,0.0,0.0,No,Yes,No,0.0,1.0,2.0,3.0,Yes,No
No,276.0,600.0,876.0,117.0,9.0,0.0,140.0,237.0,No,0.99,0.99,0.0,No,No,No,127.0,353.0,732.0,1128.0,Yes,No
